facility_name,facility_name_english,facility_name_display,facility_type_standard,longitude,latitude,has_original_name,coordinates_valid,location_precision
صيدلية الاوركيدة,Orchid Pharmacy,Orchid Pharmacy,pharmacy,32.4916878,15.4509373,TRUE,TRUE,high
صيدلية قطوف,Qatouf Pharmacy,Qatouf Pharmacy,pharmacy,32.4851875,15.4620628,TRUE,TRUE,high
صيدلية حاج عطا,Haj Atta Pharmacy,Haj Atta Pharmacy,pharmacy,32.4858131,15.4623127,TRUE,TRUE,high
صيدلية ان كير,InCare Pharmacy,InCare Pharmacy,pharmacy,32.4869385,15.4570627,TRUE,TRUE,high
صيدلية الوسيلة 1,Al Waseela Pharmacy 1,Al Waseela Pharmacy 1,pharmacy,32.4849358,15.4659376,TRUE,TRUE,high
صيدلية شرري,Sharry Pharmacy,Sharry Pharmacy,pharmacy,32.4953117,15.4161873,TRUE,TRUE,high
صيدلية انو,Ano Pharmacy,Ano Pharmacy,pharmacy,32.4751892,15.4775629,TRUE,TRUE,high
صيدلية ابو المقداد 9,Abu Al-Miqdad Pharmacy 9,Abu Al-Miqdad Pharmacy 9,pharmacy,32.489563,15.4430628,TRUE,TRUE,high
صيدلية اواب,Awab Pharmacy,Awab Pharmacy,pharmacy,32.4903107,15.4404373,TRUE,TRUE,high
صيدلية العنود,Al Anoud Pharmacy,Al Anoud Pharmacy,pharmacy,32.5024376,15.4681873,TRUE,TRUE,high
صيدلية السيسي,Sisi Pharmacy,Sisi Pharmacy,pharmacy,32.6129241,15.6521761,TRUE,TRUE,high
صيدلية كوين,Queen Pharmacy,Queen Pharmacy,pharmacy,32.6390093,15.6418846,TRUE,TRUE,high
صيدلية التنعيم,Al-Tanaim Pharmacy,Al-Tanaim Pharmacy,pharmacy,32.6328409,15.6468599,TRUE,TRUE,high
صيدلية سبأ,Sheba Pharmacy,Sheba Pharmacy,pharmacy,32.5774348,15.5695767,TRUE,TRUE,high
شركة سارب الطبية المحدودة,Sarb Medical Company Limited,Sarb Medical Company Limited,pharmacy,32.567454,15.5690365,TRUE,TRUE,high
صيدلية د امجد الحديثة,Dr. Amjad Modern Pharmacy,Dr. Amjad Modern Pharmacy,pharmacy,32.4976883,15.4971876,TRUE,TRUE,high
صيدلية دالاس,Dallas Pharmacy,Dallas Pharmacy,pharmacy,32.4889374,15.493063,TRUE,TRUE,high
مركز صحي الرازي الطبي الخيري,Al-Razi Charitable Medical Health Center,Al-Razi Charitable Medical Health Center,clinic,32.4757014,15.7259225,TRUE,TRUE,high
مجمع سواعد الطبي,Sawaed Medical Complex,Sawaed Medical Complex,clinic,32.4768411,15.7237098,TRUE,TRUE,high
صيدلية المستشفي الدولي,International Hospital Pharmacy,International Hospital Pharmacy,pharmacy,32.5264074,15.6413356,TRUE,TRUE,high
صيدلية الشهداء,Al-Shuhadaa Pharmacy,Al-Shuhadaa Pharmacy,pharmacy,32.4889191,15.6445416,TRUE,TRUE,high
صيدلية سنبلة,Sonbola Pharmacy,Sonbola Pharmacy,pharmacy,32.5313777,15.6509245,TRUE,TRUE,high
صيدلية التامين المركزية 3 شوامخ,Central Insurance Pharmacy 3 Shawamekh,Central Insurance Pharmacy 3 Shawamekh,pharmacy,32.5310631,15.6366873,TRUE,TRUE,high
صيدلية ابو كرم,Abu Karam Pharmacy,Abu Karam Pharmacy,pharmacy,32.4888793,15.6445134,TRUE,TRUE,high
صيدلية محمد سعيد,Mohamed Saeed Pharmacy,Mohamed Saeed Pharmacy,pharmacy,32.4886505,15.6442722,TRUE,TRUE,high
مركز صحي الفردوس,Al-Firdous Health Center,Al-Firdous Health Center,clinic,32.4586266,15.5901864,TRUE,TRUE,high
صيدلية صحتين,Sahtain Pharmacy,Sahtain Pharmacy,pharmacy,32.5270615,15.5495625,TRUE,TRUE,high
صيدلية ريهام,Reham Pharmacy,Reham Pharmacy,pharmacy,32.5389366,15.5478125,TRUE,TRUE,high
مركز سمير الصحي,Samir Health Center,Samir Health Center,clinic,32.5391884,15.5494375,TRUE,TRUE,high
صيدلية مركز سمير,Samir Center Pharmacy,Samir Center Pharmacy,pharmacy,32.5390625,15.5499372,TRUE,TRUE,high
صيدلية اردوغان,Erdogan Pharmacy,Erdogan Pharmacy,pharmacy,32.5356865,15.5510626,TRUE,TRUE,high
صيدلية فاطمة عمر 2,Fatima Omar Pharmacy 2,Fatima Omar Pharmacy 2,pharmacy,32.5318108,15.5504379,TRUE,TRUE,high
صيدلية بالميرا,Palmyra Pharmacy,Palmyra Pharmacy,pharmacy,32.5403137,15.5419378,TRUE,TRUE,high
صيدلية اكسون,Exxon Pharmacy,Exxon Pharmacy,pharmacy,32.5405617,15.5408125,TRUE,TRUE,high
صيدلية الجابري,Al Jabri Pharmacy,Al Jabri Pharmacy,pharmacy,32.5406876,15.5376873,TRUE,TRUE,high
صيدلية راما,Rama Pharmacy,Rama Pharmacy,pharmacy,32.5413132,15.5354376,TRUE,TRUE,high
صيدلية القصواء,Al Qaswa Pharmacy,Al Qaswa Pharmacy,pharmacy,32.5418129,15.5331879,TRUE,TRUE,high
صيدلية وئامة,Weamah Pharmacy,Weamah Pharmacy,pharmacy,32.5011864,15.5255623,TRUE,TRUE,high
صيدلية الشريف الهندي 1,Al-Sharif Al-Hindi Pharmacy 1,Al-Sharif Al-Hindi Pharmacy 1,pharmacy,32.5203133,15.5280628,TRUE,TRUE,high
صيدلية الاسباط,Al-Asbat Pharmacy,Al-Asbat Pharmacy,pharmacy,32.5160637,15.5298128,TRUE,TRUE,high
صيدلية هاشم عيسى - جبرة طه الماحي,Hashem Issa Pharmacy - Jabra Taha Al-Mahi,Hashem Issa Pharmacy - Jabra Taha Al-Mahi,pharmacy,32.5116882,15.5323124,TRUE,TRUE,high
صيدلية الفصيل,Al-Faseel Pharmacy,Al-Faseel Pharmacy,pharmacy,32.524189,15.5466871,TRUE,TRUE,high
صيدلية نوف,Nouf Pharmacy,Nouf Pharmacy,pharmacy,32.5651645,15.5503583,TRUE,TRUE,high
صيدلية وي كير,We Care Pharmacy,We Care Pharmacy,pharmacy,32.5636829,15.5594343,TRUE,TRUE,high
صيدلية رويال لايف,Royal Life Pharmacy,Royal Life Pharmacy,pharmacy,32.5634964,15.5604648,TRUE,TRUE,high
صيدلية تباشير,Tabashir Pharmacy,Tabashir Pharmacy,pharmacy,32.6199357,15.6101241,TRUE,TRUE,high
صيدلية ام احمد,Umm Ahmed Pharmacy,Umm Ahmed Pharmacy,pharmacy,32.5076866,15.5155621,TRUE,TRUE,high
صيدلية اسعاف كير,Ambulance Care Pharmacy,Ambulance Care Pharmacy,pharmacy,32.5150642,15.5221872,TRUE,TRUE,high
صيدلية اشفاء,Ishfaa Pharmacy,Ishfaa Pharmacy,pharmacy,32.520813,15.5210629,TRUE,TRUE,high
صيدلية د احمد مسلم,Dr. Ahmed Muslim Pharmacy,Dr. Ahmed Muslim Pharmacy,pharmacy,32.5114365,15.5353127,TRUE,TRUE,high
صيدلية مركز حياة,Hayat Center Pharmacy,Hayat Center Pharmacy,pharmacy,32.4980621,15.5191879,TRUE,TRUE,high
صيدلية الكفاءة,Al-Kaffa Pharmacy,Al-Kaffa Pharmacy,pharmacy,32.4988136,15.5159378,TRUE,TRUE,high
صيدلية المستشار,Advisor Pharmacy,Advisor Pharmacy,pharmacy,32.4994392,15.5099373,TRUE,TRUE,high
صيدلية المنهاج,Al-Minhaj Pharmacy,Al-Minhaj Pharmacy,pharmacy,32.4996872,15.5084372,TRUE,TRUE,high
صيدلية الراية,Al Raya Pharmacy,Al Raya Pharmacy,pharmacy,32.5131874,15.5254374,TRUE,TRUE,high
صيدلية الاحمدي,Al-Ahmadi Pharmacy,Al-Ahmadi Pharmacy,pharmacy,32.5264359,15.5323124,TRUE,TRUE,high
صيدلية بايونير,Pioneer Pharmacy,Pioneer Pharmacy,pharmacy,32.5261879,15.5341873,TRUE,TRUE,high
صيدلية عزلة الطبية,Azala Medical Pharmacy,Azala Medical Pharmacy,pharmacy,32.5255623,15.5386877,TRUE,TRUE,high
صيدلية هاي كير - جبرة,Hi Care Pharmacy - Jabra,Hi Care Pharmacy - Jabra,pharmacy,32.5273132,15.5274372,TRUE,TRUE,high
صيدلية التميز,Excellence Pharmacy,Excellence Pharmacy,pharmacy,32.5354385,15.5285625,TRUE,TRUE,high
صيدلية الياسمين,Al-Yasmine Pharmacy,Al-Yasmine Pharmacy,pharmacy,32.5353127,15.5289373,TRUE,TRUE,high
صيدلية الرشيد الحديثة 2,Al-Rasheed Modern Pharmacy 2,Al-Rasheed Modern Pharmacy 2,pharmacy,32.5366859,15.5205622,TRUE,TRUE,high
صيدلية بلة الفكي,Balla El Faki Pharmacy,Balla El Faki Pharmacy,pharmacy,32.5825615,15.5384378,TRUE,TRUE,high
الشامخ للبصريات,Al Shamekh Optics,Al Shamekh Optics,clinic,32.5020638,15.5233126,TRUE,TRUE,high
Mogla eye complex,Mogla eye complex,Mogla eye complex,clinic,32.5619237,15.5763377,TRUE,TRUE,high
صيدلية جبرة,Jabra Pharmacy,Jabra Pharmacy,pharmacy,32.5254511,15.5365496,TRUE,TRUE,high
صيدلية تبد الحديثة,Tabdad Modern Pharmacy,Tabdad Modern Pharmacy,pharmacy,32.5748138,15.5429373,TRUE,TRUE,high
صيدلية شارع جوبا,Juba Street Pharmacy,Juba Street Pharmacy,pharmacy,32.5771866,15.5430622,TRUE,TRUE,high
صيدلية محمد سرور,Mohamed Sorour Pharmacy,Mohamed Sorour Pharmacy,pharmacy,32.5766869,15.7510624,TRUE,TRUE,high
صيدلية التعافي الحديثة,Modern Recovery Pharmacy,Modern Recovery Pharmacy,pharmacy,32.5823135,15.7646875,TRUE,TRUE,high
صيدلية دكتور امنية معتصم,Dr. Omnia Moatasem Pharmacy,Dr. Omnia Moatasem Pharmacy,pharmacy,32.4992486,15.6821884,TRUE,TRUE,high
صيدلية شوارق الانوار,Shawariq Al Anwar Pharmacy,Shawariq Al Anwar Pharmacy,pharmacy,32.5784378,15.7011871,TRUE,TRUE,high
صيدلية عباد الرحمن,Ebad Al-Rahman Pharmacy,Ebad Al-Rahman Pharmacy,pharmacy,33.5397245,13.8217859,TRUE,TRUE,high
صيدلية بنت الافندي,Bint Al-Afandi Pharmacy,Bint Al-Afandi Pharmacy,pharmacy,32.5356865,15.6281872,TRUE,TRUE,high
مجمع عيادات ود الحسين,Wad Al Hussein Clinics Complex,Wad Al Hussein Clinics Complex,clinic,32.5263009,15.5321339,TRUE,TRUE,high
صيدلية الاحمدي,Al-Ahmadi Pharmacy,Al-Ahmadi Pharmacy,pharmacy,32.5263017,15.5323561,TRUE,TRUE,high
مركز روان كير,Rawan Care Center,Rawan Care Center,clinic,35.3915246,14.0419151,TRUE,TRUE,high
صيدلية ميار,Mayar Pharmacy,Mayar Pharmacy,pharmacy,32.5583115,15.7015629,TRUE,TRUE,high
صيدلية الزعيم,Al Zaeem Pharmacy,Al Zaeem Pharmacy,pharmacy,32.5390625,15.6416874,TRUE,TRUE,high
صيدلية د محمود الرشيد,Dr. Mahmoud Al-Rasheed Pharmacy,Dr. Mahmoud Al-Rasheed Pharmacy,pharmacy,32.5418129,15.6453123,TRUE,TRUE,high
صيدلية ايلان,Ilan Pharmacy,Ilan Pharmacy,pharmacy,32.5249367,15.6291876,TRUE,TRUE,high
الانسجة المريضة بروف علي عبد الستار,Diseased tissues Prof. Ali Abdel Sattar,Diseased tissues Prof. Ali Abdel Sattar,other,32.5337318,15.5992886,TRUE,TRUE,high
صيدلية الراشدين 2,Al-Rashideen Pharmacy 2,Al-Rashideen Pharmacy 2,pharmacy,32.555687,15.7036877,TRUE,TRUE,high
صيدلية الراشدين,Al-Rashideen Pharmacy,Al-Rashideen Pharmacy,pharmacy,32.555687,15.7036877,TRUE,TRUE,high
صيدلية السيدة,Mrs. Pharmacy,Mrs. Pharmacy,pharmacy,32.5594368,15.7106876,TRUE,TRUE,high
صيدلية عياش,Ayyash Pharmacy,Ayyash Pharmacy,pharmacy,32.6087375,15.5874797,TRUE,TRUE,high
صيدلية الرناد,Al-Ranad Pharmacy,Al-Ranad Pharmacy,pharmacy,32.443134,15.6561295,TRUE,TRUE,high
صيدلية الاحسان,Al-Ihsan Pharmacy,Al-Ihsan Pharmacy,pharmacy,33.300871,14.735891,TRUE,TRUE,high
صيدلية النورين,Al-Nourin Pharmacy,Al-Nourin Pharmacy,pharmacy,33.2990696,14.7381748,TRUE,TRUE,high
صيدلية الفرقان,Al-Furqan Pharmacy,Al-Furqan Pharmacy,pharmacy,33.297938,14.7380502,TRUE,TRUE,high
صيدلية الاحباب,Al Ahbab Pharmacy,Al Ahbab Pharmacy,pharmacy,32.5529366,15.697938,TRUE,TRUE,high
صيدلية باكتوتة,Baktota Pharmacy,Baktota Pharmacy,pharmacy,32.605381,15.5973755,TRUE,TRUE,high
صيدلية روتس,Roots Pharmacy,Roots Pharmacy,pharmacy,32.6167371,15.6009184,TRUE,TRUE,high
صيدلية براند,Brand Pharmacy,Brand Pharmacy,pharmacy,32.6217425,15.5980614,TRUE,TRUE,high
صيدلية حي الجامعة,University District Pharmacy,University District Pharmacy,pharmacy,32.6161125,15.5987057,TRUE,TRUE,high
صيدلية الاستاذ الهادي 2,Professor Al-Hadi Pharmacy 2,Professor Al-Hadi Pharmacy 2,pharmacy,32.6323078,15.5967196,TRUE,TRUE,high
صيدلية سالي 2,Sally Pharmacy 2,Sally Pharmacy 2,pharmacy,32.6288218,15.5971215,TRUE,TRUE,high
صيدلية الضاحية,Dahiya Pharmacy,Dahiya Pharmacy,pharmacy,32.6135573,15.5989452,TRUE,TRUE,high
صيدلية ذات النطاقين,That Nitaqain Pharmacy,That Nitaqain Pharmacy,pharmacy,32.6366917,15.5961738,TRUE,TRUE,high
صيدلية د نبيل,Dr. Nabil Pharmacy,Dr. Nabil Pharmacy,pharmacy,32.5315628,15.6364374,TRUE,TRUE,high
صيدلية العصر,Al-Asr Pharmacy,Al-Asr Pharmacy,pharmacy,32.5264359,15.6270628,TRUE,TRUE,high
صيدلية الشيماء 2,Al Shaima Pharmacy 2,Al Shaima Pharmacy 2,pharmacy,32.5243111,15.630187,TRUE,TRUE,high
صيدلية د مي خيري,Dr. Mai Khairy Pharmacy,Dr. Mai Khairy Pharmacy,pharmacy,32.5684357,15.6608124,TRUE,TRUE,high
عيادة الجراحة الدقيقة والأعصاب,Microsurgery and Neurology Clinic,Microsurgery and Neurology Clinic,clinic,32.5561613,15.6244802,TRUE,TRUE,high
صيدلية امروز,Imroz Pharmacy,Imroz Pharmacy,pharmacy,32.5671725,15.6272044,TRUE,TRUE,high
صيدلية نورال,Noral Pharmacy,Noral Pharmacy,pharmacy,32.5698419,15.6358042,TRUE,TRUE,high
مجمع السيسي الطبي - كافوري,Sisi Medical Complex - Kafouri,Sisi Medical Complex - Kafouri,clinic,32.5601135,15.6233101,TRUE,TRUE,high
صيدلية منة الله,Menna Allah Pharmacy,Menna Allah Pharmacy,pharmacy,32.5600706,15.6258466,TRUE,TRUE,high
صيدلية مستشفي بروفيسور عبد العال الإدريسي,Professor Abdel-Al Idrissi Hospital Pharmacy,Professor Abdel-Al Idrissi Hospital Pharmacy,pharmacy,32.5605426,15.6298607,TRUE,TRUE,high
صيدلية حي النزهة,Al-Nuzha District Pharmacy,Al-Nuzha District Pharmacy,pharmacy,32.5721653,15.592717,TRUE,TRUE,high
مستشفى طه بعشر للطب النفسي,Taha Bashar Psychiatric Hospital,Taha Bashar Psychiatric Hospital,hospital,32.5270293,15.6262034,TRUE,TRUE,high
صيدلية دكتورة نجاة صالح,Dr. Najat Saleh Pharmacy,Dr. Najat Saleh Pharmacy,pharmacy,32.616183,15.6041157,TRUE,TRUE,high
صيدلية البراموسي,Al-Baramousi Pharmacy,Al-Baramousi Pharmacy,pharmacy,32.5094985,15.7078599,TRUE,TRUE,high
صيدلية البراموسي,Al-Baramousi Pharmacy,Al-Baramousi Pharmacy,pharmacy,32.5097569,15.7087399,TRUE,TRUE,high
صيدلية فارما بلس,Pharma Plus Pharmacy,Pharma Plus Pharmacy,pharmacy,32.481125,15.61885,TRUE,TRUE,high
صيدلية محمد سعبد,Mohamed Saabd Pharmacy,Mohamed Saabd Pharmacy,pharmacy,32.4465559,15.6479076,TRUE,TRUE,high
صيدلية المرتقى,Al-Murtaqa Pharmacy,Al-Murtaqa Pharmacy,pharmacy,32.474765,15.6185966,TRUE,TRUE,high
صيدلية د/محمد عبده,Dr. Mohamed Abdo Pharmacy,Dr. Mohamed Abdo Pharmacy,pharmacy,32.4850695,15.7313135,TRUE,TRUE,high
صيدلية طالب الله,Talib Allah Pharmacy,Talib Allah Pharmacy,pharmacy,32.4608964,15.7123261,TRUE,TRUE,high
صيدلية كدادة 3,Kadada Pharmacy 3,Kadada Pharmacy 3,pharmacy,32.5134226,15.7201852,TRUE,TRUE,high
صيدلية الروضة,Rawda Pharmacy,Rawda Pharmacy,pharmacy,32.4982015,15.6793861,TRUE,TRUE,high
صيدلية الاحرار,Al-Ahrar Pharmacy,Al-Ahrar Pharmacy,pharmacy,32.499208,15.6792913,TRUE,TRUE,high
صيدلية مارفل,Marvel Pharmacy,Marvel Pharmacy,pharmacy,32.5819784,15.5452288,TRUE,TRUE,high
صيدلية تساهيل 2,Tsahil Pharmacy 2,Tsahil Pharmacy 2,pharmacy,32.6377174,15.4907346,TRUE,TRUE,high
صيدلية الشوبلي الحديثة,Al-Shoubli Modern Pharmacy,Al-Shoubli Modern Pharmacy,pharmacy,32.5876629,15.523851,TRUE,TRUE,high
صيدلية القبول,Acceptance Pharmacy,Acceptance Pharmacy,pharmacy,32.5898248,15.524145,TRUE,TRUE,high
صيدلية الرماش 5,Al Ramash Pharmacy 5,Al Ramash Pharmacy 5,pharmacy,32.5766703,15.5173834,TRUE,TRUE,high
صيدلية ماريل,Mariel Pharmacy,Mariel Pharmacy,pharmacy,32.5186155,15.5258871,TRUE,TRUE,high
صيدلية ساره الحديثه,Sarah Modern Pharmacy,Sarah Modern Pharmacy,pharmacy,32.6411024,15.6163966,TRUE,TRUE,high
صيدلية ترياق,Teriaq Pharmacy,Teriaq Pharmacy,pharmacy,32.6367631,15.595608,TRUE,TRUE,high
صيدلية مدارج الحديثة,Madarej Modern Pharmacy,Madarej Modern Pharmacy,pharmacy,32.6383469,15.6056114,TRUE,TRUE,high
صيدلية ليتالية,Litalia Pharmacy,Litalia Pharmacy,pharmacy,32.6386303,15.607558,TRUE,TRUE,high
صيدلية العروبة,Al Orouba Pharmacy,Al Orouba Pharmacy,pharmacy,32.6281436,15.6156292,TRUE,TRUE,high
صيدلية السيد البدوي,Al-Sayed Al-Badawi Pharmacy,Al-Sayed Al-Badawi Pharmacy,pharmacy,32.6334418,15.6084156,TRUE,TRUE,high
صيدلية تلاقي الخير,Talaq Al Khair Pharmacy,Talaq Al Khair Pharmacy,pharmacy,32.6277923,15.6118581,TRUE,TRUE,high
صيدلية دكتورة سوزان,Dr. Suzan Pharmacy,Dr. Suzan Pharmacy,pharmacy,32.6275105,15.6123177,TRUE,TRUE,high
صيدلية سعاد6,Souad Pharmacy6,Souad Pharmacy6,pharmacy,32.6288247,15.617945,TRUE,TRUE,high
صيدلية ابو حسام,Abu Hussam Pharmacy,Abu Hussam Pharmacy,pharmacy,32.6319196,15.6379525,TRUE,TRUE,high
صيدلية توسل الحديثة,Tawasul Modern Pharmacy,Tawasul Modern Pharmacy,pharmacy,32.6152689,15.5911021,TRUE,TRUE,high
صيدلية ابو الفارماكو,Abu Pharmaco Pharmacy,Abu Pharmaco Pharmacy,pharmacy,32.6165931,15.5911053,TRUE,TRUE,high
صيدلية الخواض,Al Khawad Pharmacy,Al Khawad Pharmacy,pharmacy,32.634107,15.5913924,TRUE,TRUE,high
صيدلية الرميساء,Al-Rumaisa Pharmacy,Al-Rumaisa Pharmacy,pharmacy,32.6146817,15.6110222,TRUE,TRUE,high
صيدلية مريم الحديثة,Maryam Modern Pharmacy,Maryam Modern Pharmacy,pharmacy,32.612011,15.611568,TRUE,TRUE,high
صيدلية البيت المعمور,Al-Bayt Al-Maamour Pharmacy,Al-Bayt Al-Maamour Pharmacy,pharmacy,32.6273265,15.6029809,TRUE,TRUE,high
صيدلية شيخ الاسلام,Sheikh Al-Islam Pharmacy,Sheikh Al-Islam Pharmacy,pharmacy,32.6175424,15.5988814,TRUE,TRUE,high
صيدلية ابو مراد,Abu Murad Pharmacy,Abu Murad Pharmacy,pharmacy,32.6291547,15.5971133,TRUE,TRUE,high
صيدليه شارع الوالى,Al-Wali Street Pharmacy,Al-Wali Street Pharmacy,pharmacy,32.6241915,15.5976816,TRUE,TRUE,high
صيدلية ابو مي 1,Abu Mai Pharmacy 1,Abu Mai Pharmacy 1,pharmacy,32.6301597,15.6025331,TRUE,TRUE,high
صيدلية تباشير,Tabashir Pharmacy,Tabashir Pharmacy,pharmacy,32.627792,15.613274,TRUE,TRUE,high
صيدلية دكتورة نشوي,Dr. Nashwa Pharmacy,Dr. Nashwa Pharmacy,pharmacy,32.6270421,15.6098477,TRUE,TRUE,high
صيدلية لوكال كير,Local Care Pharmacy,Local Care Pharmacy,pharmacy,32.4985868,15.6811978,TRUE,TRUE,high
صيدلية الوصفة,Al-Wasfa Pharmacy,Al-Wasfa Pharmacy,pharmacy,32.5384827,15.5847363,TRUE,TRUE,high
صيدلية ايهاف,IHAF Pharmacy,IHAF Pharmacy,pharmacy,32.6204033,15.6110993,TRUE,TRUE,high
صيدلية لاشين,Lashin Pharmacy,Lashin Pharmacy,pharmacy,32.623729,15.6302259,TRUE,TRUE,high
صيدلية قزمان ودميان,Qazman and Damian Pharmacy,Qazman and Damian Pharmacy,pharmacy,32.5348264,15.5740681,TRUE,TRUE,high
صيدلية اصحاب اليمن,Ashab Al-Yemen Pharmacy,Ashab Al-Yemen Pharmacy,pharmacy,32.4787245,15.7526513,TRUE,TRUE,high
صيدلية الهرم,Al Haram Pharmacy,Al Haram Pharmacy,pharmacy,32.567494,15.5483756,TRUE,TRUE,high
صيدلية الحارة الثانية,Al-Hara Second Pharmacy,Al-Hara Second Pharmacy,pharmacy,32.486104,15.6735092,TRUE,TRUE,high
Dr/Altikaina Pharmacy صيدلية د/التكينة,Dr/Altikaina Pharmacy Dr/Altikaina Pharmacy,Dr/Altikaina Pharmacy Dr/Altikaina Pharmacy,pharmacy,32.4853356,15.6903429,TRUE,TRUE,high
صيدلية د/ مها احمد الباشا,Dr. Maha Ahmed Al-Basha Pharmacy,Dr. Maha Ahmed Al-Basha Pharmacy,pharmacy,32.4858789,15.719672,TRUE,TRUE,high
صيدلية حاجة ام سلمه,Haja Umm Salma Pharmacy,Haja Umm Salma Pharmacy,pharmacy,32.485838,15.7204823,TRUE,TRUE,high
Wasan Pharmacy - صيدلية وسن,Wasan Pharmacy - Wasan Pharmacy,Wasan Pharmacy - Wasan Pharmacy,pharmacy,32.4598127,15.7283544,TRUE,TRUE,high
صيدلية سديم,Sadeem Pharmacy,Sadeem Pharmacy,pharmacy,32.4597376,15.7308329,TRUE,TRUE,high
صيدلية بلال,Bilal Pharmacy,Bilal Pharmacy,pharmacy,32.5209947,15.5266521,TRUE,TRUE,high
صيدلية حمدي ابو حراز,Hamdi Abu Haraz Pharmacy,Hamdi Abu Haraz Pharmacy,pharmacy,32.5169097,15.5256235,TRUE,TRUE,high
صيدلية د. بيتر,Dr. Pharmacy Peter,Dr. Pharmacy Peter,pharmacy,32.5055833,15.6983393,TRUE,TRUE,high
صيدلية الأنفال,Al-Anfal Pharmacy,Al-Anfal Pharmacy,pharmacy,32.5059642,15.6990623,TRUE,TRUE,high
صيدلية شرحبيل 2,Sharhabeel Pharmacy 2,Sharhabeel Pharmacy 2,pharmacy,32.5061198,15.6994909,TRUE,TRUE,high
اخصائي المنقة الاصليه,Original style specialist,Original style specialist,pharmacy,32.5063719,15.7000848,TRUE,TRUE,high
مركز البدائع الطبي,Al Badaya Medical Center,Al Badaya Medical Center,clinic,32.4646532,15.6080727,TRUE,TRUE,high
صيدلية yo,yo pharmacy,yo pharmacy,pharmacy,32.5021776,15.4636297,TRUE,TRUE,high
صيدلية آمالي,Amali Pharmacy,Amali Pharmacy,pharmacy,32.4821437,15.6994581,TRUE,TRUE,high
صيدلية الكوباني 2,Al-Kobani Pharmacy 2,Al-Kobani Pharmacy 2,pharmacy,32.560404,15.6284031,TRUE,TRUE,high
صيدلية مريان,Marian Pharmacy,Marian Pharmacy,pharmacy,32.521378,15.7170921,TRUE,TRUE,high
صيدلية الأكرم,Al Akram Pharmacy,Al Akram Pharmacy,pharmacy,32.4765802,15.7091505,TRUE,TRUE,high
صيدلية نجيب,Naguib Pharmacy,Naguib Pharmacy,pharmacy,32.4915627,15.6418887,TRUE,TRUE,high
صيدلية جدو,Gedo Pharmacy,Gedo Pharmacy,pharmacy,32.4764772,15.7181023,TRUE,TRUE,high
"Home Clinic of a Physiotherapist, Kassala, Sudan","Home Clinic of a Physiotherapist, Kassala, Sudan","Home Clinic of a Physiotherapist, Kassala, Sudan",clinic,36.4109841,15.4654155,TRUE,TRUE,high
Gieger Primary Health Care Centre,Gieger Primary Health Care Centre,Gieger Primary Health Care Centre,hospital,32.7588865,11.9905447,TRUE,TRUE,high
صيدلية رؤى الحديثة 2,Roaa Modern Pharmacy 2,Roaa Modern Pharmacy 2,pharmacy,32.5574629,15.533126,TRUE,TRUE,high
المركز الدولي للسمع المتطور,International Center for Advanced Hearing,International Center for Advanced Hearing,clinic,32.5298896,15.6013417,TRUE,TRUE,high
مستشفى سعد أبو العلا التعليمي,Saad Abu El-Ela Teaching Hospital,Saad Abu El-Ela Teaching Hospital,hospital,32.5439501,15.5621123,TRUE,TRUE,high
مستشفى تقى التخصصي,Taqa Specialized Hospital,Taqa Specialized Hospital,hospital,32.4892178,15.6471631,TRUE,TRUE,high
مستشفى العيون,Eye Hospital,Eye Hospital,hospital,32.5453181,15.6123042,TRUE,TRUE,high
مستشفى الشرطة,Police Hospital,Police Hospital,hospital,32.5597504,15.6112434,TRUE,TRUE,high
مستشفى الرباط الجامعي,Rabat University Hospital,Rabat University Hospital,hospital,32.5591645,15.6115715,TRUE,TRUE,high
مستشفى اللواء عمر ساوي الطبي,Major General Omar Sawi Medical Hospital,Major General Omar Sawi Medical Hospital,hospital,32.559641,15.6124025,TRUE,TRUE,high
مستشفى الأنف والأذن والحنجرة,"Ear, Nose and Throat Hospital","Ear, Nose and Throat Hospital",hospital,32.5294337,15.5981035,TRUE,TRUE,high
مستشفى الفيصل التخصصي,Al-Faisal Specialized Hospital,Al-Faisal Specialized Hospital,hospital,32.5298443,15.598696,TRUE,TRUE,high
مستشفى الأربعين التخصصي,Al-Arbaeen Specialized Hospital,Al-Arbaeen Specialized Hospital,hospital,32.4823752,15.6371718,TRUE,TRUE,high
مستشفى رويال كير,Royal Care Hospital,Royal Care Hospital,hospital,32.5709038,15.5995512,TRUE,TRUE,high
مشرحة مستشفى امدرمان التعليمي,Omdurman Teaching Hospital morgue,Omdurman Teaching Hospital morgue,hospital,32.4866867,15.6411877,TRUE,TRUE,high
مستشفى هواشا الصيني,Chinese Huasha Hospital,Chinese Huasha Hospital,hospital,32.5513001,15.5672084,TRUE,TRUE,high
مستشفى جعفر بن عوف للأطفال,Jaafar Bin Auf Children's Hospital,Jaafar Bin Auf Children's Hospital,hospital,32.5347739,15.5996416,TRUE,TRUE,high
مستشفى الشرطة,Police Hospital,Police Hospital,hospital,37.2174472,19.6090493,TRUE,TRUE,high
صيدلية الرواد,Al-Rowad Pharmacy,Al-Rowad Pharmacy,pharmacy,32.576835,15.5755884,TRUE,TRUE,high
صيدلية سماح,Samah Pharmacy,Samah Pharmacy,pharmacy,32.5771276,15.5736659,TRUE,TRUE,high
